"basisOfRecord","eventID","occurrenceID","individualCount","taxonID","scientificName","kingdom","phylum","class","taxonRank","vernacularName","occurrenceRemarks"
"HumanObservation","20000129_mida","20000129_mida_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20010121_mida","20010121_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20060127_mida","20060127_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20080130_mida","20080130_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20090123_mida","20090123_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20140507_mida","20140507_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20140906_mida","20140906_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20141115_mida","20141115_mida_affeag1",4355,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | RN: error? 08:45:00"
"HumanObservation","20150723_mida","20150723_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | 08:22 (2,79 m)"
"HumanObservation","20150917_mida","20150917_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20160120_mida","20160120_mida_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20181017_mida","20181017_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20190314_mida","20190314_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20200220_mida","20200220_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle","Real count | "
"HumanObservation","20200331_mida","20200331_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle","0 (exact) | "
"HumanObservation","20200713_mida","20200713_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle","0 (exact) | "
"HumanObservation","20200912_mida","20200912_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20201011_mida","20201011_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20220126_mida","20220126_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | "
"HumanObservation","20220213_mida","20220213_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","Species","African Fish Eagle"," | Tide not very low, leaving huge mudflats exposed. Some waders didn’t come close . Sand plovers were hards to get exact numbers (c~450)"
"HumanObservation","20120120_mida","20120120_mida_afrope1",1,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork"," | "
"HumanObservation","20171028_mida","20171028_mida_afrope1",1,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork"," | Lanner disturbed whole roost and most small waders left"
"HumanObservation","20190118_mida","20190118_mida_afrope1",35,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork"," | "
"HumanObservation","20190625_mida","20190625_mida_afrope1",9,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork"," | "
"HumanObservation","20200414_mida","20200414_mida_afrope1",94,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork","0 (exact) | "
"HumanObservation","20200912_mida","20200912_mida_afrope1",120,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork"," | "
"HumanObservation","20201011_mida","20201011_mida_afrope1",39,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork"," | "
"HumanObservation","20210803_mida","20210803_mida_afrope1",2,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","Species","African Open-Billed Stork"," | "
"HumanObservation","20180411_mida","20180411_mida_afpkin1",1,"afpkin1","Ispidina picta","Animalia","Chordata","Aves","Species","African Pygmy Kingfisher"," | "
"HumanObservation","20171028_mida","20171028_mida_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","Species","African Skimmer"," | Lanner disturbed whole roost and most small waders left"
"HumanObservation","20200913_mida","20200913_mida_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","Species","African Skimmer"," | 2rd attempft after the previous day, skimmer disturbing small waders"
"HumanObservation","19990408_mida","19990408_mida_afrspo1",6,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","19990510_mida","19990510_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20010121_mida","20010121_mida_afrspo1",2,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20080130_mida","20080130_mida_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20090731_mida","20090731_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | CJ: ""By 11:20 all small waders had gone - therefore not good representative count"""
"HumanObservation","20090926_mida","20090926_mida_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20100508_mida","20100508_mida_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20110428_mida","20110428_mida_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20120120_mida","20120120_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20140307_mida","20140307_mida_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20140507_mida","20140507_mida_afrspo1",7,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20140906_mida","20140906_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20150526_mida","20150526_mida_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20150723_mida","20150723_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | 08:22 (2,79 m)"
"HumanObservation","20150824_mida","20150824_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | 10:00 (2,55 m)"
"HumanObservation","20150917_mida","20150917_mida_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20170602_mida","20170602_mida_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20171028_mida","20171028_mida_afrspo1",2,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | Lanner disturbed whole roost and most small waders left"
"HumanObservation","20181017_mida","20181017_mida_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20190429_mida","20190429_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20200529_mida","20200529_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill","0 (exact) | "
"HumanObservation","20200813_mida","20200813_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20201125_mida","20201125_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20210407_mida","20210407_mida_afrspo1",22,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20210518_mida","20210518_mida_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20210901_mida","20210901_mida_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20220314_mida","20220314_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20220408_mida","20220408_mida_afrspo1",2,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20220606_mida","20220606_mida_afrspo1",10,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","20220821_mida","20220821_mida_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","Species","African Spoonbill"," | "
"HumanObservation","19981029_mida","19981029_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","19990310_mida","19990310_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20000425_mida","20000425_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20010121_mida","20010121_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20040204_mida","20040204_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20050928_mida","20050928_mida_batgod",16,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20080130_mida","20080130_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20090123_mida","20090123_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20090731_mida","20090731_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | CJ: ""By 11:20 all small waders had gone - therefore not good representative count"""
"HumanObservation","20090926_mida","20090926_mida_batgod",18,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20091128_mida","20091128_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20100508_mida","20100508_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20110112_mida","20110112_mida_batgod",3,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20120120_mida","20120120_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20120513_mida","20120513_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20130105_mida","20130105_mida_batgod",4,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20130124_mida","20130124_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20130801_mida","20130801_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20140123_mida","20140123_mida_batgod",7,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20140211_mida","20140211_mida_batgod",4,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20140423_mida","20140423_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20140906_mida","20140906_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20141016_mida","20141016_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20141115_mida","20141115_mida_batgod",141,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20141215_mida","20141215_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20150917_mida","20150917_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20160120_mida","20160120_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20170120_mida","20170120_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit","Real count | HT 9:04 am/2.38 m"
"HumanObservation","20171028_mida","20171028_mida_batgod",5,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | Lanner disturbed whole roost and most small waders left"
"HumanObservation","20171212_mida","20171212_mida_batgod",5,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20180820_mida","20180820_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20180918_mida","20180918_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20181017_mida","20181017_mida_batgod",4,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20181218_mida","20181218_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20190118_mida","20190118_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20190314_mida","20190314_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20191008_mida","20191008_mida_batgod",35,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20191204_mida","20191204_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20200220_mida","20200220_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit","Real count | "
"HumanObservation","20200529_mida","20200529_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit","0 (exact) | "
"HumanObservation","20200813_mida","20200813_mida_batgod",5,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20200912_mida","20200912_mida_batgod",19,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20200913_mida","20200913_mida_batgod",8,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | 2th attempft after the previous day, skimmer disturbing small waders"
"HumanObservation","20201011_mida","20201011_mida_batgod",39,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20201125_mida","20201125_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20201209_mida","20201209_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit","0 (exact) | "
"HumanObservation","20210126_mida","20210126_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20210602_mida","20210602_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20210803_mida","20210803_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20210901_mida","20210901_mida_batgod",6,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20211214_mida","20211214_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20220213_mida","20220213_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | Tide not very low, leaving huge mudflats exposed. Some waders didn’t come close . Sand plovers were hards to get exact numbers (c~450)"
"HumanObservation","20220314_mida","20220314_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20220606_mida","20220606_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20220821_mida","20220821_mida_batgod",7,"batgod","Limosa lapponica","Animalia","Chordata","Aves","Species","Bar-Tailed Godwit"," | "
"HumanObservation","20170120_mida","20170120_mida_blaher1",7,"blaher1","Egretta ardesiaca","Animalia","Chordata","Aves","Species","Black Heron","Real count | HT 9:04 am/2.38 m"
"HumanObservation","20200414_mida","20200414_mida_blaher1",1,"blaher1","Egretta ardesiaca","Animalia","Chordata","Aves","Species","Black Heron","0 (exact) | "
"HumanObservation","20210518_mida","20210518_mida_blaher1",2,"blaher1","Egretta ardesiaca","Animalia","Chordata","Aves","Species","Black Heron"," | "
"HumanObservation","20220126_mida","20220126_mida_blaher1",1,"blaher1","Egretta ardesiaca","Animalia","Chordata","Aves","Species","Black Heron"," | "
"HumanObservation","20040204_mida","20040204_mida_bkhgul",1,"bkhgul","Chroicocephalus ridibundus","Animalia","Chordata","Aves","Species","Black-Headed Gull"," | "
"HumanObservation","20141115_mida","20141115_mida_bkhgul",173,"bkhgul","Chroicocephalus ridibundus","Animalia","Chordata","Aves","Species","Black-Headed Gull"," | "
"HumanObservation","20010121_mida","20010121_mida_blhher1",2,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20080130_mida","20080130_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20090123_mida","20090123_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20130105_mida","20130105_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20140507_mida","20140507_mida_blhher1",3,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20140819_mida","20140819_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20150117_mida","20150117_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20150526_mida","20150526_mida_blhher1",2,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20150824_mida","20150824_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | 10:00 (2,55 m)"
"HumanObservation","20180309_mida","20180309_mida_blhher1",2,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20180510_mida","20180510_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20181218_mida","20181218_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20191204_mida","20191204_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20200414_mida","20200414_mida_blhher1",9,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron","0 (exact) | "
"HumanObservation","20200813_mida","20200813_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20200912_mida","20200912_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20220126_mida","20220126_mida_blhher1",2,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20220408_mida","20220408_mida_blhher1",1,"blhher1","Ardea melanocephala","Animalia","Chordata","Aves","Species","Black-Headed Heron"," | "
"HumanObservation","20140307_mida","20140307_mida_bktgod",1,"bktgod","Limosa limosa","Animalia","Chordata","Aves","Species","Black-Tailed Godwit"," | "
"HumanObservation","20141115_mida","20141115_mida_bktgod",2,"bktgod","Limosa limosa","Animalia","Chordata","Aves","Species","Black-Tailed Godwit"," | "
"HumanObservation","20190314_mida","20190314_mida_blwlap1",1,"blwlap1","Vanellus melanopterus","Animalia","Chordata","Aves","Species","Black-Winged Plover"," | "
"HumanObservation","20040204_mida","20040204_mida_casplo1",1,"casplo1","Charadrius asiaticus","Animalia","Chordata","Aves","Species","Caspian Plover"," | "
"HumanObservation","19981029_mida","19981029_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20010121_mida","20010121_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20040204_mida","20040204_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20050124_mida","20050124_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20060127_mida","20060127_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20140423_mida","20140423_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20180222_mida","20180222_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20200320_mida","20200320_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","0 (exact) | "
"HumanObservation","20220314_mida","20220314_mida_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20080130_mida","20080130_mida_categr",3,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20200414_mida","20200414_mida_categr",4,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret","0 (exact) | "
"HumanObservation","19981029_mida","19981029_mida_comgre",114,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","19990310_mida","19990310_mida_comgre",109,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","19990324_mida","19990324_mida_comgre",126,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","19990510_mida","19990510_mida_comgre",38,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20000129_mida","20000129_mida_comgre",11,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20000425_mida","20000425_mida_comgre",48,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20010121_mida","20010121_mida_comgre",143,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20040204_mida","20040204_mida_comgre",132,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20050124_mida","20050124_mida_comgre",152,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20060127_mida","20060127_mida_comgre",77,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20070126_mida","20070126_mida_comgre",145,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20080130_mida","20080130_mida_comgre",140,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20090123_mida","20090123_mida_comgre",4,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20090731_mida","20090731_mida_comgre",8,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | CJ: ""By 11:20 all small waders had gone - therefore not good representative count"""
"HumanObservation","20090926_mida","20090926_mida_comgre",247,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20091128_mida","20091128_mida_comgre",148,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20100124_mida","20100124_mida_comgre",61,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20100508_mida","20100508_mida_comgre",71,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20110112_mida","20110112_mida_comgre",223,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20110428_mida","20110428_mida_comgre",29,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20120120_mida","20120120_mida_comgre",170,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20120218_mida","20120218_mida_comgre",113,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20120330_mida","20120330_mida_comgre",105,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20120513_mida","20120513_mida_comgre",48,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20130105_mida","20130105_mida_comgre",128,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
