"basisOfRecord","eventID","occurrenceID","individualCount","taxonID","scientificName","kingdom","phylum","class","taxonRank","vernacularName","occurrenceRemarks"
"HumanObservation","20161027_sabaki","20161027_sabaki_brbsan",3,"brbsan","Calidris falcinellus","Animalia","Chordata","Aves","Species","Broad-Billed Sandpiper"," | "
"HumanObservation","20181106_sabaki","20181106_sabaki_brbsan",1,"brbsan","Calidris falcinellus","Animalia","Chordata","Aves","Species","Broad-Billed Sandpiper"," | "
"HumanObservation","20190815_sabaki","20190815_sabaki_brbsan",2,"brbsan","Calidris falcinellus","Animalia","Chordata","Aves","Species","Broad-Billed Sandpiper"," | "
"HumanObservation","20220316_sabaki","20220316_sabaki_brbsan",18,"brbsan","Calidris falcinellus","Animalia","Chordata","Aves","Species","Broad-Billed Sandpiper"," | "
"HumanObservation","20090704_sabaki","20090704_sabaki_brnnod",6,"brnnod","Anous stolidus","Animalia","Chordata","Aves","Species","Brown Noddy"," | "
"HumanObservation","20040201_sabaki","20040201_sabaki_casplo1",7,"casplo1","Charadrius asiaticus","Animalia","Chordata","Aves","Species","Caspian Plover"," | "
"HumanObservation","20040926_sabaki","20040926_sabaki_casplo1",1,"casplo1","Charadrius asiaticus","Animalia","Chordata","Aves","Species","Caspian Plover"," | "
"HumanObservation","20100226_sabaki","20100226_sabaki_casplo1",1,"casplo1","Charadrius asiaticus","Animalia","Chordata","Aves","Species","Caspian Plover"," | "
"HumanObservation","20110130_sabaki","20110130_sabaki_casplo1",1,"casplo1","Charadrius asiaticus","Animalia","Chordata","Aves","Species","Caspian Plover"," | "
"HumanObservation","20130127_sabaki","20130127_sabaki_casplo1",0,"casplo1","Charadrius asiaticus","Animalia","Chordata","Aves","Species","Caspian Plover"," | "
"HumanObservation","20210128_sabaki","20210128_sabaki_casplo1",23,"casplo1","Charadrius asiaticus","Animalia","Chordata","Aves","Species","Caspian Plover"," | "
"HumanObservation","20000130_sabaki","20000130_sabaki_caster1",27,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20010121_sabaki","20010121_sabaki_caster1",54,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | Recorded in South and North. count for only c.50% of whole area"
"HumanObservation","20040201_sabaki","20040201_sabaki_caster1",54,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20040417_sabaki","20040417_sabaki_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20040711_sabaki","20040711_sabaki_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20040812_sabaki","20040812_sabaki_caster1",21,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20040926_sabaki","20040926_sabaki_caster1",57,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20041020_sabaki","20041020_sabaki_caster1",6,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20041101_sabaki","20041101_sabaki_caster1",11,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | Day of month unknown"
"HumanObservation","20041219_sabaki","20041219_sabaki_caster1",5,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20050129_sabaki","20050129_sabaki_caster1",14,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | RN: Start time entered as ""afTernoon"""
"HumanObservation","20050328_sabaki","20050328_sabaki_caster1",100,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20050916_sabaki","20050916_sabaki_caster1",33,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20051119_sabaki","20051119_sabaki_caster1",20,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20060129_sabaki","20060129_sabaki_caster1",65,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20070127_sabaki","20070127_sabaki_caster1",12,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20080126_sabaki","20080126_sabaki_caster1",19,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20090125_sabaki","20090125_sabaki_caster1",27,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20091011_sabaki","20091011_sabaki_caster1",2,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20091107_sabaki","20091107_sabaki_caster1",55,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20100123_sabaki","20100123_sabaki_caster1",64,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20100226_sabaki","20100226_sabaki_caster1",24,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20110130_sabaki","20110130_sabaki_caster1",92,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20110520_sabaki","20110520_sabaki_caster1",2,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20110702_sabaki","20110702_sabaki_caster1",4,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20110830_sabaki","20110830_sabaki_caster1",2,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20111028_sabaki","20111028_sabaki_caster1",27,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20111116_sabaki","20111116_sabaki_caster1",41,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20120120_sabaki","20120120_sabaki_caster1",30,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20120505_sabaki","20120505_sabaki_caster1",5,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20120612_sabaki","20120612_sabaki_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20120718_sabaki","20120718_sabaki_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20120927_sabaki","20120927_sabaki_caster1",2,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20121127_sabaki","20121127_sabaki_caster1",15,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20130127_sabaki","20130127_sabaki_caster1",26,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20130312_sabaki","20130312_sabaki_caster1",22,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20130412_sabaki","20130412_sabaki_caster1",8,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20130508_sabaki","20130508_sabaki_caster1",4,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20130622_sabaki","20130622_sabaki_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20130918_sabaki","20130918_sabaki_caster1",15,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20131214_sabaki","20131214_sabaki_caster1",39,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20140119_sabaki","20140119_sabaki_caster1",84,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20140314_sabaki","20140314_sabaki_caster1",12,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20140411_sabaki","20140411_sabaki_caster1",15,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20140724_sabaki","20140724_sabaki_caster1",4,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20140828_sabaki","20140828_sabaki_caster1",3,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20140930_sabaki","20140930_sabaki_caster1",6,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20141024_sabaki","20141024_sabaki_caster1",15,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20141219_sabaki","20141219_sabaki_caster1",57,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20150117_sabaki","20150117_sabaki_caster1",83,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20150217_sabaki","20150217_sabaki_caster1",86,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20150515_sabaki","20150515_sabaki_caster1",6,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20151124_sabaki","20151124_sabaki_caster1",13,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20160123_sabaki","20160123_sabaki_caster1",45,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20161027_sabaki","20161027_sabaki_caster1",8,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20170120_sabaki","20170120_sabaki_caster1",56,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","Real count | 3:18 pm/1.22 m"
"HumanObservation","20170311_sabaki","20170311_sabaki_caster1",54,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20180130_sabaki","20180130_sabaki_caster1",125,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","Real count | "
"HumanObservation","20180329_sabaki","20180329_sabaki_caster1",23,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20180416_sabaki","20180416_sabaki_caster1",12,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20180515_sabaki","20180515_sabaki_caster1",4,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20180622_sabaki","20180622_sabaki_caster1",4,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20180925_sabaki","20180925_sabaki_caster1",23,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20181106_sabaki","20181106_sabaki_caster1",39,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20181206_sabaki","20181206_sabaki_caster1",52,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20190119_sabaki","20190119_sabaki_caster1",132,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20190320_sabaki","20190320_sabaki_caster1",40,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20190418_sabaki","20190418_sabaki_caster1",34,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20190718_sabaki","20190718_sabaki_caster1",16,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20190815_sabaki","20190815_sabaki_caster1",2,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20191029_sabaki","20191029_sabaki_caster1",14,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20200123_sabaki","20200123_sabaki_caster1",26,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20200310_sabaki","20200310_sabaki_caster1",55,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","Real count | "
"HumanObservation","20200407_sabaki","20200407_sabaki_caster1",37,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","0 (exact) | "
"HumanObservation","20200522_sabaki","20200522_sabaki_caster1",4,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","+/-100 | "
"HumanObservation","20200605_sabaki","20200605_sabaki_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","0 (exact) | "
"HumanObservation","20200720_sabaki","20200720_sabaki_caster1",2,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern","0 (exact) | "
"HumanObservation","20200818_sabaki","20200818_sabaki_caster1",1,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20201016_sabaki","20201016_sabaki_caster1",2,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20210128_sabaki","20210128_sabaki_caster1",127,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20210226_sabaki","20210226_sabaki_caster1",76,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20210326_sabaki","20210326_sabaki_caster1",3,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20210511_sabaki","20210511_sabaki_caster1",8,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20210609_sabaki","20210609_sabaki_caster1",8,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20210723_sabaki","20210723_sabaki_caster1",11,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20210820_sabaki","20210820_sabaki_caster1",3,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20211019_sabaki","20211019_sabaki_caster1",11,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20211217_sabaki","20211217_sabaki_caster1",79,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20220124_sabaki","20220124_sabaki_caster1",34,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20220215_sabaki","20220215_sabaki_caster1",36,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20220316_sabaki","20220316_sabaki_caster1",22,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20220414_sabaki","20220414_sabaki_caster1",10,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20220531_sabaki","20220531_sabaki_caster1",5,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20220629_sabaki","20220629_sabaki_caster1",8,"caster1","Hydroprogne caspia","Animalia","Chordata","Aves","Species","Caspian Tern"," | "
"HumanObservation","20040201_sabaki","20040201_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20040417_sabaki","20040417_sabaki_categr",7,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20040512_sabaki","20040512_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20040610_sabaki","20040610_sabaki_categr",2,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20040812_sabaki","20040812_sabaki_categr",3,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20050328_sabaki","20050328_sabaki_categr",20,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20050916_sabaki","20050916_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20060129_sabaki","20060129_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20090125_sabaki","20090125_sabaki_categr",2,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20090704_sabaki","20090704_sabaki_categr",5,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20100723_sabaki","20100723_sabaki_categr",54,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20100827_sabaki","20100827_sabaki_categr",40,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20100927_sabaki","20100927_sabaki_categr",6,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20110520_sabaki","20110520_sabaki_categr",6,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20110702_sabaki","20110702_sabaki_categr",23,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20110830_sabaki","20110830_sabaki_categr",8,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20120718_sabaki","20120718_sabaki_categr",10,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20120927_sabaki","20120927_sabaki_categr",5,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20130412_sabaki","20130412_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20130723_sabaki","20130723_sabaki_categr",4,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20140527_sabaki","20140527_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20151124_sabaki","20151124_sabaki_categr",100,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20160123_sabaki","20160123_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20180329_sabaki","20180329_sabaki_categr",37,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20190604_sabaki","20190604_sabaki_categr",2,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20190718_sabaki","20190718_sabaki_categr",46,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20190815_sabaki","20190815_sabaki_categr",22,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20191029_sabaki","20191029_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20200407_sabaki","20200407_sabaki_categr",2,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret","0 (exact) | "
"HumanObservation","20200720_sabaki","20200720_sabaki_categr",3,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret","+/-10 | "
"HumanObservation","20200818_sabaki","20200818_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20200916_sabaki","20200916_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20210723_sabaki","20210723_sabaki_categr",14,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20210820_sabaki","20210820_sabaki_categr",1,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20220629_sabaki","20220629_sabaki_categr",29,"categr","Bubulcus ibis","Animalia","Chordata","Aves","Species","Cattle Egret"," | "
"HumanObservation","20040417_sabaki","20040417_sabaki_colpra",13,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20040512_sabaki","20040512_sabaki_colpra",4,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20040610_sabaki","20040610_sabaki_colpra",15,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20040711_sabaki","20040711_sabaki_colpra",7,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20040812_sabaki","20040812_sabaki_colpra",9,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20040926_sabaki","20040926_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20041020_sabaki","20041020_sabaki_colpra",9,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20041101_sabaki","20041101_sabaki_colpra",2,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | Day of month unknown"
"HumanObservation","20050328_sabaki","20050328_sabaki_colpra",2,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20051119_sabaki","20051119_sabaki_colpra",2,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20100226_sabaki","20100226_sabaki_colpra",6,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20100428_sabaki","20100428_sabaki_colpra",13,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20100525_sabaki","20100525_sabaki_colpra",30,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20100827_sabaki","20100827_sabaki_colpra",11,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20100927_sabaki","20100927_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20110130_sabaki","20110130_sabaki_colpra",7,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20110520_sabaki","20110520_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20110702_sabaki","20110702_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20110830_sabaki","20110830_sabaki_colpra",2,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20120505_sabaki","20120505_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20120612_sabaki","20120612_sabaki_colpra",6,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20120718_sabaki","20120718_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20120821_sabaki","20120821_sabaki_colpra",5,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20120927_sabaki","20120927_sabaki_colpra",5,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20130412_sabaki","20130412_sabaki_colpra",11,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20130508_sabaki","20130508_sabaki_colpra",2,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20130622_sabaki","20130622_sabaki_colpra",3,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20130723_sabaki","20130723_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20130918_sabaki","20130918_sabaki_colpra",7,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20140314_sabaki","20140314_sabaki_colpra",150,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20140411_sabaki","20140411_sabaki_colpra",68,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20140527_sabaki","20140527_sabaki_colpra",7,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20140625_sabaki","20140625_sabaki_colpra",5,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20140724_sabaki","20140724_sabaki_colpra",7,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20150515_sabaki","20150515_sabaki_colpra",6,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20150717_sabaki","20150717_sabaki_colpra",3,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20170311_sabaki","20170311_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20180329_sabaki","20180329_sabaki_colpra",1,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20180416_sabaki","20180416_sabaki_colpra",3,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20190418_sabaki","20190418_sabaki_colpra",79,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
"HumanObservation","20190604_sabaki","20190604_sabaki_colpra",2,"colpra","Glareola pratincola","Animalia","Chordata","Aves","Species","Collared Pratincole"," | "
