"","basisOfRecord","eventID","occurrenceID","individualCount","taxonID","scientificName","kingdom","phylum","class","takonRank","scientificNameAuthorship","vernacularName","occurrenceRemarks"
"1","HumanObservation","20000129_mida","20000129_mida_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"2","HumanObservation","20000130_sabaki","20000130_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"3","HumanObservation","20010121_mida","20010121_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"4","HumanObservation","20050129_sabaki","20050129_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | RN: Start time entered as ""afTernoon"""
"5","HumanObservation","20050129_sabaki","20050129_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"6","HumanObservation","20050604_sabaki","20050604_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"7","HumanObservation","20060127_mida","20060127_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"8","HumanObservation","20060129_sabaki","20060129_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"9","HumanObservation","20080130_mida","20080130_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"10","HumanObservation","20090123_mida","20090123_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"11","HumanObservation","20090125_sabaki","20090125_sabaki_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"12","HumanObservation","20091011_sabaki","20091011_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"13","HumanObservation","20100226_sabaki","20100226_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"14","HumanObservation","20110130_sabaki","20110130_sabaki_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"15","HumanObservation","20120120_sabaki","20120120_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"16","HumanObservation","20130508_sabaki","20130508_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"17","HumanObservation","20131101_sabaki","20131101_sabaki_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"18","HumanObservation","20131214_sabaki","20131214_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"19","HumanObservation","20140119_sabaki","20140119_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"20","HumanObservation","20140314_sabaki","20140314_sabaki_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"21","HumanObservation","20140411_sabaki","20140411_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"22","HumanObservation","20140507_mida","20140507_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"23","HumanObservation","20140527_sabaki","20140527_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"24","HumanObservation","20141115_mida","20141115_mida_affeag1",4355,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | RN: error? 08:45:00"
"25","HumanObservation","20150217_sabaki","20150217_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"26","HumanObservation","20150515_sabaki","20150515_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"27","HumanObservation","20150723_mida","20150723_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | 08:22 (2,79 m)"
"28","HumanObservation","20160120_mida","20160120_mida_affeag1",2,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | 0.5625"
"29","HumanObservation","20160123_sabaki","20160123_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"30","HumanObservation","20180130_sabaki","20180130_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","","","Real count | "
"31","HumanObservation","20190314_mida","20190314_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"32","HumanObservation","20190320_sabaki","20190320_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"33","HumanObservation","20200220_mida","20200220_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","","","Real count | "
"34","HumanObservation","20200331_mida","20200331_mida_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","","","0 (exact) | "
"35","HumanObservation","20010121_sabaki","20010121_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | count for only c.50% of whole area"
"36","HumanObservation","20010121_sabaki","20010121_sabaki_affeag1",3,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"37","HumanObservation","20040417_sabaki","20040417_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"38","HumanObservation","20040512_sabaki","20040512_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"39","HumanObservation","20040926_sabaki","20040926_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"40","HumanObservation","20041219_sabaki","20041219_sabaki_affeag1",1,"affeag1","Haliaeetus vocifer","Animalia","Chordata","Aves","","",""," | "
"41","HumanObservation","20140411_sabaki","20140411_sabaki_afrjac1",1,"afrjac1","Actophilornis africanus","Animalia","Chordata","Aves","","",""," | "
"42","HumanObservation","20051119_sabaki","20051119_sabaki_afmhar1",1,"afmhar1","Circus ranivorus","Animalia","Chordata","Aves","","",""," | "
"43","HumanObservation","20000130_sabaki","20000130_sabaki_afrope1",14,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"44","HumanObservation","20100226_sabaki","20100226_sabaki_afrope1",60,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"45","HumanObservation","20100723_sabaki","20100723_sabaki_afrope1",3,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"46","HumanObservation","20100827_sabaki","20100827_sabaki_afrope1",1,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"47","HumanObservation","20110130_sabaki","20110130_sabaki_afrope1",4,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"48","HumanObservation","20110520_sabaki","20110520_sabaki_afrope1",26,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"49","HumanObservation","20120120_mida","20120120_mida_afrope1",1,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"50","HumanObservation","20120821_sabaki","20120821_sabaki_afrope1",25,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"51","HumanObservation","20120927_sabaki","20120927_sabaki_afrope1",1,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"52","HumanObservation","20130412_sabaki","20130412_sabaki_afrope1",6,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"53","HumanObservation","20140411_sabaki","20140411_sabaki_afrope1",100,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"54","HumanObservation","20140625_sabaki","20140625_sabaki_afrope1",3,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"55","HumanObservation","20171028_mida","20171028_mida_afrope1",1,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | Lanner disturbed whole roost and most small waders left"
"56","HumanObservation","20190118_mida","20190118_mida_afrope1",35,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"57","HumanObservation","20190119_sabaki","20190119_sabaki_afrope1",5,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"58","HumanObservation","20190418_sabaki","20190418_sabaki_afrope1",69,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"59","HumanObservation","20190718_sabaki","20190718_sabaki_afrope1",3,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"60","HumanObservation","20190815_sabaki","20190815_sabaki_afrope1",3,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","",""," | "
"61","HumanObservation","20200414_mida","20200414_mida_afrope1",94,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","","","0 (exact) | "
"62","HumanObservation","20200522_sabaki","20200522_sabaki_afrope1",104,"afrope1","Anastomus lamelligerus","Animalia","Chordata","Aves","","","","+/-10 | "
"63","HumanObservation","20110130_sabaki","20110130_sabaki_afrpyg1",2,"afrpyg1","Nettapus auritus","Animalia","Chordata","Aves","","",""," | "
"64","HumanObservation","20050916_sabaki","20050916_sabaki_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | "
"65","HumanObservation","20051119_sabaki","20051119_sabaki_afrski1",2,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | "
"66","HumanObservation","20100525_sabaki","20100525_sabaki_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | "
"67","HumanObservation","20141024_sabaki","20141024_sabaki_afrski1",17,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | "
"68","HumanObservation","20171028_mida","20171028_mida_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | Lanner disturbed whole roost and most small waders left"
"69","HumanObservation","20040812_sabaki","20040812_sabaki_afrski1",2,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | "
"70","HumanObservation","20040926_sabaki","20040926_sabaki_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | "
"71","HumanObservation","20041020_sabaki","20041020_sabaki_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | "
"72","HumanObservation","20041101_sabaki","20041101_sabaki_afrski1",1,"afrski1","Rynchops flavirostris","Animalia","Chordata","Aves","","",""," | Day of month unknown"
"73","HumanObservation","20000130_sabaki","20000130_sabaki_afrspo1",2,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"74","HumanObservation","19990408_mida","19990408_mida_afrspo1",6,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"75","HumanObservation","19990510_mida","19990510_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"76","HumanObservation","20010121_mida","20010121_mida_afrspo1",2,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"77","HumanObservation","20050129_sabaki","20050129_sabaki_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | RN: Start time entered as ""afTernoon"""
"78","HumanObservation","20050129_sabaki","20050129_sabaki_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"79","HumanObservation","20050328_sabaki","20050328_sabaki_afrspo1",53,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"80","HumanObservation","20050604_sabaki","20050604_sabaki_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"81","HumanObservation","20050916_sabaki","20050916_sabaki_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"82","HumanObservation","20051119_sabaki","20051119_sabaki_afrspo1",6,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"83","HumanObservation","20060129_sabaki","20060129_sabaki_afrspo1",15,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"84","HumanObservation","20060129_sabaki","20060129_sabaki_afrspo1",31,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"85","HumanObservation","20080126_sabaki","20080126_sabaki_afrspo1",18,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"86","HumanObservation","20080126_sabaki","20080126_sabaki_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"87","HumanObservation","20080130_mida","20080130_mida_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"88","HumanObservation","20090125_sabaki","20090125_sabaki_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"89","HumanObservation","20090125_sabaki","20090125_sabaki_afrspo1",42,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"90","HumanObservation","20090704_sabaki","20090704_sabaki_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"91","HumanObservation","20090731_mida","20090731_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | CJ: ""By 11:20 all small waders had gone - therefore not good representative count"""
"92","HumanObservation","20090818_sabaki","20090818_sabaki_afrspo1",2,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"93","HumanObservation","20090919_sabaki","20090919_sabaki_afrspo1",9,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"94","HumanObservation","20090926_mida","20090926_mida_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"95","HumanObservation","20091011_sabaki","20091011_sabaki_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"96","HumanObservation","20091107_sabaki","20091107_sabaki_afrspo1",28,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"97","HumanObservation","20100123_sabaki","20100123_sabaki_afrspo1",14,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"98","HumanObservation","20100123_sabaki","20100123_sabaki_afrspo1",16,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"99","HumanObservation","20100226_sabaki","20100226_sabaki_afrspo1",32,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"100","HumanObservation","20100428_sabaki","20100428_sabaki_afrspo1",17,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"101","HumanObservation","20100508_mida","20100508_mida_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"102","HumanObservation","20100525_sabaki","20100525_sabaki_afrspo1",10,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"103","HumanObservation","20100625_sabaki","20100625_sabaki_afrspo1",14,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"104","HumanObservation","20100723_sabaki","20100723_sabaki_afrspo1",11,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"105","HumanObservation","20100827_sabaki","20100827_sabaki_afrspo1",20,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"106","HumanObservation","20100927_sabaki","20100927_sabaki_afrspo1",21,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"107","HumanObservation","20110130_sabaki","20110130_sabaki_afrspo1",22,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"108","HumanObservation","20110428_mida","20110428_mida_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"109","HumanObservation","20110520_sabaki","20110520_sabaki_afrspo1",17,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"110","HumanObservation","20110702_sabaki","20110702_sabaki_afrspo1",19,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"111","HumanObservation","20110830_sabaki","20110830_sabaki_afrspo1",11,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"112","HumanObservation","20111028_sabaki","20111028_sabaki_afrspo1",13,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"113","HumanObservation","20111116_sabaki","20111116_sabaki_afrspo1",20,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"114","HumanObservation","20120120_mida","20120120_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"115","HumanObservation","20120505_sabaki","20120505_sabaki_afrspo1",37,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"116","HumanObservation","20120821_sabaki","20120821_sabaki_afrspo1",8,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"117","HumanObservation","20120927_sabaki","20120927_sabaki_afrspo1",11,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"118","HumanObservation","20121127_sabaki","20121127_sabaki_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"119","HumanObservation","20130312_sabaki","20130312_sabaki_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"120","HumanObservation","20130412_sabaki","20130412_sabaki_afrspo1",42,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"121","HumanObservation","20130508_sabaki","20130508_sabaki_afrspo1",46,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"122","HumanObservation","20130622_sabaki","20130622_sabaki_afrspo1",13,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"123","HumanObservation","20130918_sabaki","20130918_sabaki_afrspo1",25,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"124","HumanObservation","20131101_sabaki","20131101_sabaki_afrspo1",22,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"125","HumanObservation","20131214_sabaki","20131214_sabaki_afrspo1",27,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"126","HumanObservation","20140119_sabaki","20140119_sabaki_afrspo1",8,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"127","HumanObservation","20140307_mida","20140307_mida_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"128","HumanObservation","20140314_sabaki","20140314_sabaki_afrspo1",14,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"129","HumanObservation","20140411_sabaki","20140411_sabaki_afrspo1",14,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"130","HumanObservation","20140507_mida","20140507_mida_afrspo1",7,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"131","HumanObservation","20140527_sabaki","20140527_sabaki_afrspo1",9,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"132","HumanObservation","20140625_sabaki","20140625_sabaki_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"133","HumanObservation","20140724_sabaki","20140724_sabaki_afrspo1",6,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"134","HumanObservation","20140828_sabaki","20140828_sabaki_afrspo1",21,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"135","HumanObservation","20140930_sabaki","20140930_sabaki_afrspo1",37,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"136","HumanObservation","20141024_sabaki","20141024_sabaki_afrspo1",26,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"137","HumanObservation","20141110_sabaki","20141110_sabaki_afrspo1",20,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"138","HumanObservation","20141219_sabaki","20141219_sabaki_afrspo1",13,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"139","HumanObservation","20150117_sabaki","20150117_sabaki_afrspo1",29,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"140","HumanObservation","20150217_sabaki","20150217_sabaki_afrspo1",7,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"141","HumanObservation","20150515_sabaki","20150515_sabaki_afrspo1",5,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"142","HumanObservation","20150526_mida","20150526_mida_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | 0.38194444444444442"
"143","HumanObservation","20150717_sabaki","20150717_sabaki_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"144","HumanObservation","20150723_mida","20150723_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | 08:22 (2,79 m)"
"145","HumanObservation","20150824_mida","20150824_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | 10:00 (2,55 m)"
"146","HumanObservation","20150929_sabaki","20150929_sabaki_afrspo1",50,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"147","HumanObservation","20160123_sabaki","20160123_sabaki_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"148","HumanObservation","20161027_sabaki","20161027_sabaki_afrspo1",6,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"149","HumanObservation","20170120_sabaki","20170120_sabaki_afrspo1",23,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","","","Real count | 3:18 pm/1.22 m"
"150","HumanObservation","20170602_mida","20170602_mida_afrspo1",4,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | 10:30 - 11:12"
"151","HumanObservation","20171028_mida","20171028_mida_afrspo1",2,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | Lanner disturbed whole roost and most small waders left"
"152","HumanObservation","20171103_sabaki","20171103_sabaki_afrspo1",13,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"153","HumanObservation","20180130_sabaki","20180130_sabaki_afrspo1",58,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","","","Real count | "
"154","HumanObservation","20190119_sabaki","20190119_sabaki_afrspo1",8,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"155","HumanObservation","20190320_sabaki","20190320_sabaki_afrspo1",3,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"156","HumanObservation","20190418_sabaki","20190418_sabaki_afrspo1",48,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"157","HumanObservation","20190429_mida","20190429_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"158","HumanObservation","20190718_sabaki","20190718_sabaki_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"159","HumanObservation","20191029_sabaki","20191029_sabaki_afrspo1",32,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"160","HumanObservation","20200407_sabaki","20200407_sabaki_afrspo1",50,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","","","0 (exact) | "
"161","HumanObservation","20200522_sabaki","20200522_sabaki_afrspo1",14,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","","","0 (exact) | "
"162","HumanObservation","20200529_mida","20200529_mida_afrspo1",1,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","","","0 (exact) | "
"163","HumanObservation","20200605_sabaki","20200605_sabaki_afrspo1",10,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","","","0 (exact) | "
"164","HumanObservation","20010121_sabaki","20010121_sabaki_afrspo1",33,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | count for only c.50% of whole area"
"165","HumanObservation","20010121_sabaki","20010121_sabaki_afrspo1",11,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"166","HumanObservation","20040417_sabaki","20040417_sabaki_afrspo1",61,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"167","HumanObservation","20040512_sabaki","20040512_sabaki_afrspo1",53,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"168","HumanObservation","20040610_sabaki","20040610_sabaki_afrspo1",33,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"169","HumanObservation","20040711_sabaki","20040711_sabaki_afrspo1",7,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"170","HumanObservation","20040812_sabaki","20040812_sabaki_afrspo1",7,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"171","HumanObservation","20041020_sabaki","20041020_sabaki_afrspo1",11,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"172","HumanObservation","20041101_sabaki","20041101_sabaki_afrspo1",14,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | Day of month unknown"
"173","HumanObservation","20041219_sabaki","20041219_sabaki_afrspo1",21,"afrspo1","Platalea alba","Animalia","Chordata","Aves","","",""," | "
"174","HumanObservation","20050328_sabaki","20050328_sabaki_lbbgul1",13,"lbbgul1","Larus (fuscus) fuscus","Animalia","Chordata","Aves","","",""," | "
"175","HumanObservation","20060129_sabaki","20060129_sabaki_lbbgul1",41,"lbbgul1","Larus (fuscus) fuscus","Animalia","Chordata","Aves","","",""," | "
"176","HumanObservation","20070127_sabaki","20070127_sabaki_lbbgul1",14,"lbbgul1","Larus (fuscus) fuscus","Animalia","Chordata","Aves","","",""," | "
"177","HumanObservation","20100123_sabaki","20100123_sabaki_lbbgul1",1,"lbbgul1","Larus (fuscus) fuscus","Animalia","Chordata","Aves","","",""," | "
"178","HumanObservation","20190815_sabaki","20190815_sabaki_lbbgul1",9,"lbbgul1","Larus (fuscus) fuscus","Animalia","Chordata","Aves","","",""," | "
"179","HumanObservation","20200310_sabaki","20200310_sabaki_lbbgul1",2,"lbbgul1","Larus (fuscus) fuscus","Animalia","Chordata","Aves","","","","Real count | "
"180","HumanObservation","20040201_sabaki","20040201_sabaki_lbbgul1",57,"lbbgul1","Larus (fuscus) fuscus","Animalia","Chordata","Aves","","",""," | "
"181","HumanObservation","19981029_mida","19981029_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"182","HumanObservation","19990310_mida","19990310_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"183","HumanObservation","20000425_mida","20000425_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"184","HumanObservation","20010121_mida","20010121_mida_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"185","HumanObservation","20040204_mida","20040204_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"186","HumanObservation","20050928_mida","20050928_mida_batgod",16,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"187","HumanObservation","20060129_sabaki","20060129_sabaki_batgod",3,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"188","HumanObservation","20070127_sabaki","20070127_sabaki_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"189","HumanObservation","20080126_sabaki","20080126_sabaki_batgod",2,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"190","HumanObservation","20080130_mida","20080130_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
"191","HumanObservation","20090123_mida","20090123_mida_batgod",1,"batgod","Limosa lapponica","Animalia","Chordata","Aves","","",""," | "
